1,12,19
12,2,18
19,18,3
18,19,12
2,13,18
13,5,24
18,24,3
24,18,13
5,14,24
14,4,25
24,25,3
25,24,14
4,33,25
33,1,19
25,19,3
19,25,33
4,14,21
14,5,20
21,20,7
20,21,14
5,15,20
15,10,26
20,26,7
26,20,15
10,31,26
31,9,27
26,27,7
27,26,31
9,32,27
32,4,21
27,21,7
21,27,32
5,16,23
16,6,22
23,22,8
22,23,16
6,17,22
17,11,28
22,28,8
28,22,17
11,30,28
30,10,29
28,29,8
29,28,30
10,15,29
15,5,23
29,23,8
23,29,15
